id,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
1678400105,20150212T000000,4,1.5,2390,7480,1.5,N,2,3,7,2390,0,1920,0,98178,47.504,-122.227,2850,6867
7942600310,20140717T000000,2,1,940,5120,1,N,0,3,7,940,0,1909,0,98122,47.6073,-122.308,1300,5120
936000060,20141114T000000,5,1.75,2190,27260,1,N,0,4,7,2190,0,1947,1974,98166,47.4546,-122.337,1620,39480
5468750060,20141028T000000,4,3,2290,8250,2,N,0,3,9,2290,0,1990,0,98042,47.3739,-122.156,2290,8250
7504101040,20140821T000000,5,2.5,4870,11800,2,N,0,3,10,3470,1400,1983,0,98074,47.633,-122.041,3180,11398
3353401710,20140923T000000,3,1.5,1670,8230,1,N,0,5,7,1670,0,1954,0,98001,47.2613,-122.255,2077,4910
3179100435,20140715T000000,2,1,1420,5332,1,N,0,3,8,1070,350,1953,0,98105,47.6694,-122.275,2400,5406
4140090240,20141105T000000,3,2.25,2590,9263,1,N,0,5,8,1440,1150,1977,0,98028,47.7691,-122.262,2580,9450
1796360350,20150128T000000,3,1.75,1240,8659,1,N,0,5,7,1240,0,1986,0,98042,47.3663,-122.089,1490,8223
1843100340,20150305T000000,3,2.25,2570,8491,2,N,0,4,8,2570,0,1989,0,98042,47.3759,-122.125,2400,8049
8944290160,20141104T000000,3,2,1510,3413,2,N,0,3,7,1510,0,1985,0,98031,47.3912,-122.167,1570,3777
2621760350,20141015T000000,4,2.5,1850,7324,2,N,0,3,8,1850,0,1997,0,98042,47.3701,-122.107,2100,7329
6665800030,20140718T000000,4,2.75,2910,10650,1,N,2,3,8,1780,1130,1975,0,98033,47.6658,-122.188,2920,10988
9169600135,20141027T000000,3,1.5,1350,6000,1,N,2,3,7,900,450,1950,0,98136,47.5275,-122.391,1730,6012
9286000240,20140711T000000,6,3.5,4860,11793,2,N,0,3,11,3860,1000,1998,0,98006,47.5521,-122.137,3600,11793
1895000260,20140721T000000,2,2,890,5000,1,N,0,3,6,890,0,1917,0,98118,47.5158,-122.264,1860,5000
7942100310,20150127T000000,3,1.75,1300,11230,1,N,0,5,7,1300,0,1968,0,98042,47.381100000000004,-122.087,1300,10794
3760000030,20141030T000000,5,2.5,2820,14062,2,N,0,4,7,2380,440,1960,0,98034,47.7081,-122.215,1910,10392
1727500340,20140614T000000,3,2,1510,6710,1,N,0,3,7,1070,440,1972,0,98034,47.7193,-122.216,1660,6600
5467900070,20140502T000000,3,2,1930,11947,1,N,0,4,8,1930,0,1966,0,98042,47.3672,-122.151,2200,12825
8906200070,20150210T000000,3,1.5,1670,11610,1,N,0,4,7,1670,0,1963,0,98055,47.4404,-122.191,1930,10200
8121200810,20150505T000000,4,1.75,2430,7559,1,N,0,4,8,1580,850,1981,0,98052,47.7206,-122.11,1980,8750
1180003090,20140906T000000,2,1,630,6000,1,N,0,3,6,630,0,1943,2005,98178,47.4973,-122.221,1470,6840
726049331,20150326T000000,5,3,2530,5105,1,N,0,3,8,1520,1010,2005,0,98133,47.7546,-122.341,2290,4011
3340401555,20141105T000000,4,1.5,1690,11054,1,N,0,4,5,1690,0,1930,0,98055,47.4667,-122.215,1690,9040
4348800030,20141121T000000,2,2,1240,9119,1,N,0,4,7,1240,0,1952,0,98004,47.6221,-122.193,1380,9121
6381500700,20141105T000000,4,1,1590,7085,1.5,N,0,3,6,1590,0,1944,0,98125,47.7315,-122.305,1320,7085
6204420070,20150501T000000,4,1.75,1570,8268,1,N,0,3,7,1570,0,1979,0,98011,47.7373,-122.197,1870,8190
9485740340,20150310T000000,4,2.5,1970,5106,2,N,0,3,8,1970,0,1999,0,98055,47.449,-122.205,2230,5109
2944000240,20150422T000000,4,2.5,3350,29242,2,N,0,3,11,3350,0,1988,0,98052,47.7197,-122.131,3920,24728
7899800860,20150319T000000,2,2,1070,649,2,N,0,3,9,720,350,2008,0,98106,47.5213,-122.357,1070,928
1373800295,20141013T000000,3,3,4380,6320,2,N,3,5,10,3580,800,1952,0,98199,47.6452,-122.411,3080,7680
8718500075,20141117T000000,3,1.5,1300,8280,1,N,0,5,7,1300,0,1956,0,98028,47.7403,-122.256,1570,8692
8648100200,20141027T000000,4,2.5,2050,10271,2,N,0,3,7,2050,0,1998,0,98042,47.3628,-122.075,2050,8103
2725069050,20140613T000000,4,2.5,4120,22370,2,N,0,3,10,4120,0,1997,0,98074,47.6239,-122.023,3180,7257
7203102050,20140728T000000,3,2.5,1840,5680,2,N,0,3,7,1840,0,2008,0,98053,47.6969,-122.026,1600,4697
1088650310,20150127T000000,4,2.5,2320,5493,2,N,0,3,8,2320,0,2004,0,98028,47.7727,-122.229,2450,5471
8945200860,20141211T000000,3,1,1384,8960,1,N,0,4,6,1384,0,1965,0,98023,47.3062,-122.371,1000,8470
192460060,20140715T000000,3,1.75,1510,15744,1,N,0,3,7,1510,0,1985,0,98045,47.476,-121.755,1470,15744
7942601895,20140819T000000,3,2.5,2160,4000,1.5,N,0,3,8,1960,200,1903,2013,98122,47.6045,-122.307,2160,5120
2781280390,20150324T000000,3,2.5,1610,2937,2,N,0,3,8,1610,0,2006,0,98055,47.4489,-122.188,1610,3049
8682250350,20141009T000000,2,1.75,1670,6460,1,N,0,3,8,1670,0,2004,0,98053,47.7123,-122.027,2170,6254
240000058,20150408T000000,4,2.75,3550,13938,1,N,0,5,8,2100,1450,1966,0,98188,47.425,-122.283,2050,9000
6865200444,20140505T000000,2,3,1270,1175,2,N,0,3,8,1110,160,2000,0,98103,47.6634,-122.34,1290,1800
2321300390,20141105T000000,3,2,1870,3388,1,N,0,4,8,1230,640,1925,0,98199,47.6372,-122.395,1780,4050
2826049234,20150114T000000,3,2.25,1820,8814,1,N,0,3,7,1280,540,1967,0,98125,47.7162,-122.309,1810,7515
6600700030,20150506T000000,3,2.25,1490,9414,2,N,0,3,7,1490,0,1981,0,98052,47.6844,-122.113,1290,10125
7812800565,20140814T000000,3,1,960,6400,1,N,0,4,6,820,140,1944,0,98178,47.496,-122.239,1200,6600
7548300731,20140808T000000,3,2.5,1660,1458,3,N,0,3,9,1660,0,2014,0,98144,47.5876,-122.309,1660,1784
7010700292,20141009T000000,3,2.25,1270,2790,1,N,0,3,7,990,280,1970,0,98199,47.6581,-122.396,1920,4000
582000135,20140622T000000,2,1.75,1330,6000,1,N,0,4,7,960,370,1914,1945,98199,47.6539,-122.396,1620,6000
5379805460,20150121T000000,3,1.5,1360,8910,2,N,0,5,7,1360,0,1949,0,98188,47.4488,-122.275,1220,8912
6379500640,20150409T000000,3,1.5,3000,5750,2,N,0,5,9,2000,1000,1924,0,98116,47.5821,-122.39,1820,5750
3329500060,20140728T000000,4,2.5,2250,9091,1,N,0,3,7,1340,910,1982,0,98001,47.336,-122.269,1540,7802
7852180340,20140930T000000,3,2.5,2360,6699,2,N,0,3,7,2360,0,2003,0,98065,47.5317,-121.853,2360,4744
5196410260,20150422T000000,3,2.5,3180,10492,2,N,2,3,10,3180,0,1991,0,98052,47.655,-122.124,3000,9812
3760500116,20141120T000000,3,2.5,3930,55867,1,Y,4,4,8,2330,1600,1957,0,98034,47.7022,-122.224,2730,26324
708000030,20140902T000000,3,1.5,1250,8710,1,N,0,4,7,1250,0,1953,0,98004,47.6245,-122.198,1750,9185
9412200260,20141113T000000,4,2.5,2250,14440,1,N,0,3,7,1550,700,1967,0,98027,47.5221,-122.045,2090,11400
6145600041,20140514T000000,3,1.5,1220,1086,3,N,0,3,8,1220,0,2007,0,98133,47.7049,-122.353,1220,1422
5101405124,20140912T000000,4,2.5,1700,6380,1,N,0,4,7,850,850,1940,0,98115,47.6988,-122.319,1380,6380
6067910030,20150316T000000,4,2.75,2510,11880,1,N,0,5,8,1630,880,1978,0,98006,47.5427,-122.181,2390,11211
3013300288,20140930T000000,3,1,2090,4755,1,N,2,3,8,1200,890,1969,0,98136,47.5304,-122.387,1850,5300
1321710030,20140519T000000,3,2.5,2680,7757,2,N,0,3,8,2680,0,1990,0,98023,47.2918,-122.346,2430,8231
1566100400,20140924T000000,3,1,1220,8329,1,N,0,3,6,1220,0,1946,0,98115,47.6982,-122.298,1490,8322
1402600700,20140721T000000,4,2.25,2470,7698,2,N,0,3,8,2470,0,1983,0,98058,47.4406,-122.141,2330,7986
3121500340,20140712T000000,4,2.5,2900,23488,2,N,0,3,9,2900,0,1992,0,98053,47.6726,-122.03,2900,34589
7527200030,20141229T000000,5,2.5,2830,25958,1,N,1,5,8,1610,1220,1979,0,98075,47.5896,-122.083,2670,21567
4022907770,20141014T000000,4,1.75,2480,14782,1,N,3,3,8,1460,1020,1958,0,98155,47.7646,-122.271,2910,10800
5231000060,20140805T000000,3,1.75,1490,7150,1,N,0,5,6,1490,0,1967,0,98059,47.5015,-122.124,1350,9100
6055000310,20140701T000000,3,2.5,3660,39478,2,N,2,4,9,3260,400,1989,0,98022,47.2413,-121.972,2700,38312
8077210350,20140722T000000,4,2.5,2210,9875,2,N,0,3,9,2210,0,1990,0,98074,47.6285,-122.025,2440,8799
2988000070,20150304T000000,5,1.75,1550,10500,1,N,0,3,7,1100,450,1961,0,98011,47.7573,-122.22,1420,9823
4233400400,20150414T000000,3,2,1300,9644,1,N,0,3,7,1300,0,1994,0,98010,47.3131,-121.998,1430,9656
2473400340,20140604T000000,3,1.5,1650,9380,1,N,0,5,7,1130,520,1978,0,98058,47.4525,-122.162,1720,8856
2591820310,20141006T000000,4,2.25,2070,8893,2,N,0,4,8,2070,0,1986,0,98058,47.4388,-122.162,2390,7700
9346980140,20140820T000000,3,1.75,1920,7400,1,N,0,4,8,1260,660,1977,0,98006,47.5633,-122.131,2360,8048
6613000140,20141113T000000,3,3.25,3400,5979,2,N,0,4,9,2290,1110,1937,0,98105,47.6585,-122.273,3090,6435
8159610060,20141119T000000,3,2,1400,9177,1,N,0,3,7,1400,0,1974,0,98001,47.3415,-122.272,2020,8547
293720140,20140605T000000,3,2.5,2170,4912,2,N,0,3,7,2170,0,2003,0,98028,47.7767,-122.239,2010,4395
3432500200,20150409T000000,3,1,1150,6908,1,N,0,3,6,800,350,1952,0,98155,47.7447,-122.313,1150,6908
1563102435,20141210T000000,3,1.75,2150,4200,1,N,4,5,8,1140,1010,1960,0,98116,47.5671,-122.405,2510,7500
3959400710,20140730T000000,3,1,1370,6001,1,N,0,5,7,1230,140,1944,0,98108,47.5646,-122.317,1370,5520
9323600060,20140715T000000,5,3.5,3750,9612,1,N,2,4,9,2030,1720,1981,0,98006,47.5511,-122.157,3270,9688
9273200140,20150121T000000,2,2.25,3950,3938,2,N,4,3,10,2910,1040,1991,0,98116,47.5912,-122.384,3220,4500
6979900390,20140529T000000,4,2.5,2440,22594,2,N,0,3,8,2440,0,1996,0,98053,47.6333,-121.97,2560,33341
2972300060,20141217T000000,3,2.75,2390,7939,1,N,0,5,7,1610,780,1983,0,98056,47.4987,-122.166,1920,7939
8146100270,20150324T000000,4,2.25,2490,9864,1,N,0,4,8,1290,1200,1961,0,98004,47.6051,-122.195,2360,9864
8648200030,20140716T000000,3,1.75,1100,10968,1,N,0,5,7,1100,0,1984,0,98042,47.363,-122.08,1400,7799
226039214,20140612T000000,5,2,1940,7642,1.5,N,0,3,7,1940,0,1957,0,98177,47.7751,-122.38,1940,8724
1623300160,20140506T000000,2,2,1100,3000,1.5,N,0,3,7,1100,0,1912,2005,98117,47.6797,-122.362,1390,4000
2612000390,20140615T000000,3,2.5,1890,4838,2,N,0,3,8,1730,160,2002,0,98168,47.4802,-122.279,1910,7409
7300400060,20140515T000000,4,2.5,2710,5880,2,N,0,3,9,2710,0,1998,0,98092,47.3314,-122.172,2520,6000
7230200340,20150225T000000,3,1,1250,23680,1,N,0,5,7,1250,0,1967,0,98059,47.475,-122.11,1450,23680
3191000240,20140612T000000,3,1.75,1590,8219,1.5,N,0,5,6,970,620,1938,0,98034,47.7146,-122.217,2030,7504
1446800511,20141009T000000,4,1,1330,7980,1.5,N,0,3,6,1330,0,1952,0,98168,47.492,-122.333,1570,8588
6145601000,20140711T000000,4,1,1760,7216,1,N,0,3,7,1090,670,1947,0,98133,47.7041,-122.355,1180,3844
205000520,20141006T000000,4,2.5,3200,36276,2,N,0,3,9,3200,0,1993,0,98053,47.6304,-121.994,2930,33171
6838800140,20150224T000000,4,3.5,4270,40097,1,N,0,4,12,4270,0,1993,0,98077,47.7354,-122.078,3510,36149
4083305445,20140815T000000,3,2,1340,2720,1.5,N,0,3,7,1340,0,1913,0,98103,47.6518,-122.335,2030,4590
4365200860,20140606T000000,4,1,1550,7740,1.5,N,0,3,6,1550,0,1954,0,98126,47.5222,-122.375,1220,7740
3276930400,20141022T000000,4,2.25,2220,36085,2,N,0,3,9,2220,0,1989,0,98075,47.5839,-121.991,3000,36906
4045100075,20150325T000000,4,4.25,4890,15188,2,N,2,3,11,3090,1800,1999,0,98040,47.5602,-122.227,3470,16201
4057300200,20141222T000000,3,1.5,1150,3323,2,N,0,3,7,1150,0,1988,0,98029,47.5707,-122.017,1150,2980
3121059033,20141029T000000,3,1,1490,57381,1.5,N,0,4,5,1490,0,1932,0,98092,47.2597,-122.228,1580,101529
7376300060,20140515T000000,3,1.5,1260,10350,1,N,0,3,7,1260,0,1959,0,98008,47.6357,-122.123,1800,10350
8856890200,20140626T000000,3,2.25,1780,16290,2,N,0,4,8,1780,0,1987,0,98058,47.4622,-122.127,1780,8810
8731951670,20140606T000000,4,2.25,1900,8600,1,N,0,4,8,1900,0,1975,0,98023,47.3102,-122.381,2120,8000
4167300310,20150317T000000,3,1.75,1920,11340,1,N,0,4,7,1230,690,1977,0,98023,47.3272,-122.362,1980,9638
2843200070,20141215T000000,4,1.75,1660,10725,1,N,0,3,7,960,700,1956,0,98168,47.5033,-122.3,1340,9023
6450303785,20141118T000000,3,1,1340,5175,1,N,0,3,7,940,400,1987,0,98133,47.7321,-122.34,1020,5500
108000127,20141209T000000,4,3.5,2000,2309,3,N,0,3,8,2000,0,2008,0,98177,47.7027,-122.361,1440,1548
1937300270,20150303T000000,3,3.5,2480,3200,2,N,0,3,10,2480,0,2010,0,98144,47.5951,-122.307,1980,3200
3955900830,20150427T000000,3,2.5,3460,6590,2,N,0,3,7,3460,0,2001,0,98056,47.4802,-122.188,2490,6312
3327020400,20150423T000000,5,2.5,2180,8240,1,N,0,4,8,1220,960,1977,0,98092,47.3122,-122.191,2050,7590
1250700060,20150422T000000,3,1.75,1830,4160,1,N,0,3,7,1230,600,1919,0,98144,47.5962,-122.288,1950,4160
4039300400,20140919T000000,3,2.25,1620,8701,1,N,0,3,7,1220,400,1962,0,98007,47.6071,-122.137,1600,7910
6306400140,20140612T000000,0,0,3064,4764,3.5,N,2,3,7,3064,0,1990,0,98102,47.6362,-122.322,2360,4000
5101405335,20140826T000000,3,1.5,1260,9570,1,N,0,3,7,870,390,1941,0,98115,47.7004,-122.305,1620,7000
